"qod","sug","tvnit","kotrt","ktovt","m","l","tarik_jlixa","tarik_hosfa"
"תכלת הרצוג","אתר",,"""תכלת ליטאים"" - אתר התכלת על-פי שיטת הרב הרצוג","http://www.tekhelet.co.il/",,,,06/01/2004 13:44:00
"תכלת ראדזין","אתר",,"""תכלת חסידים"" - אתר התכלת על-פי שיטת האדמו""ר מראדזין","http://www.begedivri.com/techelet.htm","beged ivri",,,06/01/2004 13:44:48
"ציצית","מרצון","mcwot","ציציות ופתילי-תכלת על כנפי הבגדים","sug/cycyt.html",,,,06/01/2004 13:45:53
"ברכת המזון","מרצון","mcwot","ברכת המזון","sug/brkt_hmzwn.html",,,,06/01/2004 13:46:25
"אתרי כשרות","אתר",,"אתרי מידע על מזון כשר","http://dmoz.org/World/Hebrew/חברה/דת_ורוחניות/יהדות/כשרות/",,"המדריך הפתוח",,06/01/2004 13:56:28
"מכון פועה","אתר",,"מכון פוע""ה - פוריות על-פי ההלכה","http://www.puah.org.il/",,,,06/01/2004 14:02:25
"רפואה, הלכה ואתיקה","אתר",,"רפואה, הלכה ואתיקה","http://www.jtv.co.il/",,,,06/01/2004 14:05:31
"בריאות","אוסף","osf","שמירה על הבריאות","mamr/brieut.html",,,,06/01/2004 14:05:45
"מכון התורה והארץ","אתר",,"מכון התורה והארץ - להסברת המצוות התלויות בארץ","http://toraland.org.il",,,,06/01/2004 14:06:40
"מכון המקדש","אתר",,"מכון המקדש","http://temple.org.il",,,,06/01/2004 14:13:18
"קידוש החודש","אתר",,"המכון ללימודי קידוש החודש","http://www.kby.org/ikhs/il.htm","ישיבת כרם ביבנה",,,06/01/2004 14:15:07
"חפץ חיים","אתר",,"שמירת הלשון על-פי הספר ""חפץ חיים""","http://www.zemach.co.il/dt/hh/",,,,06/01/2004 14:19:49
"OU zmanim","אתר",,"זמני כניסת שבת ברחבי העולם","http://www.ou.org/zmanim/","OU",,,06/01/2004 14:37:50
"חלון לכותל המערבי","אתר",,"מצלמה שמצלמת את הכותל המערבי בזמן אמיתי","http://www.aish.com/wallcam","aish",,,06/01/2004 14:39:00
"מקוואות בעולם","אתר",,"רשימת המקואות העולמית","http://www.kosher.co.il/mikvaot/","UKA",,,06/01/2004 14:40:45
"שות יום טוב","שות",,"שאלות ותשובות על יום טוב","http://moreshet.co.il/shut/shut_result.asp?kodeshut=10013","רבנים","שו""ת מורשת",,06/01/2004 19:06:25
"שות חול המועד","שות",,"שאלות ותשובות על חול המועד","http://moreshet.co.il/shut/shut_result.asp?kodeshut=10011","רבנים","שו""ת מורשת",,06/01/2004 19:06:25
"שות פסח","שות",,"שאלות ותשובות על פסח","http://moreshet.co.il/shut/shut_result.asp?kodeshut=10003","רבנים","שו""ת מורשת",,06/01/2004 19:06:25
"שות סוכות ושמחת תורה","שות",,"שאלות ותשובות על סוכות ושמחת תורה","http://moreshet.co.il/shut/shut_result.asp?kodeshut=10007","רבנים","שו""ת מורשת",,06/01/2004 19:06:25
"שות אבלות וקבורה","שות",,"שאלות ותשובות על אבלות וקבורה","http://moreshet.co.il/shut/shut_result.asp?kodeshut=12003","רבנים","שו""ת מורשת",,06/01/2004 19:06:25
"שות נשים","שות",,"שאלות ותשובות על נשים","http://moreshet.co.il/shut/shut_result.asp?kodeshut=12004","רבנים","שו""ת מורשת",,06/01/2004 19:06:25
"שות מצוות פרטיות","שות",,"שאלות ותשובות על מצוות פרטיות","http://moreshet.co.il/shut/shut_result.asp?kodeshut=12005","רבנים","שו""ת מורשת",,06/01/2004 19:06:25
"שות נדר ונוהג","שות",,"שאלות ותשובות על נדר ונוהג","http://moreshet.co.il/shut/shut_result.asp?kodeshut=12006","רבנים","שו""ת מורשת",,06/01/2004 19:06:25
"שות עבודה זרה","שות",,"שאלות ותשובות על עבודה זרה","http://moreshet.co.il/shut/shut_result.asp?kodeshut=12007","רבנים","שו""ת מורשת",,06/01/2004 19:06:25
"שות שחיטה ומליחה","שות",,"שאלות ותשובות על שחיטה ומליחה","http://moreshet.co.il/shut/shut_result.asp?kodeshut=11002","רבנים","שו""ת מורשת",,06/01/2004 19:06:25
"שות בשר וחלב","שות",,"שאלות ותשובות על בשר וחלב","http://moreshet.co.il/shut/shut_result.asp?kodeshut=11001","רבנים","שו""ת מורשת",,06/01/2004 19:06:25
"שות הכשרת כלים","שות",,"שאלות ותשובות על הכשרת כלים","http://moreshet.co.il/shut/shut_result.asp?kodeshut=11009","רבנים","שו""ת מורשת",,06/01/2004 19:06:25
"שות הטבלת כלים","שות",,"שאלות ותשובות על הטבלת כלים","http://moreshet.co.il/shut/shut_result.asp?kodeshut=11005","רבנים","שו""ת מורשת",,06/01/2004 19:06:25
"שות דגים, דם","שות",,"שאלות ותשובות על דגים, דם","http://moreshet.co.il/shut/shut_result.asp?kodeshut=11010","רבנים","שו""ת מורשת",,06/01/2004 19:06:25
"שות תרופות, ויטמינים","שות",,"שאלות ותשובות על תרופות, ויטמינים","http://moreshet.co.il/shut/shut_result.asp?kodeshut=11011","רבנים","שו""ת מורשת",,06/01/2004 19:06:25
"שות תולעים","שות",,"שאלות ותשובות על תולעים","http://moreshet.co.il/shut/shut_result.asp?kodeshut=11003","רבנים","שו""ת מורשת",,06/01/2004 19:06:25
"טעמי המצוות","אוסף","osf","מאמרים על טעמי המצוות","mamr/tam.html",,,,06/01/2004 19:11:34
"הודיה לה'","מערך","mcwot","הודיה לה'","sug/rayon_hodyh.html",,,,06/01/2004 19:19:21
"חגי ההודיה","אוסף","osf","חגים שנקבעו לאחר תקופת התורה, כדי להודות לה' על הנסים","mamr/xgim.html",,,,06/01/2004 19:22:37
"שות כללי כשרות","שות",,"שאלות ותשובות על כללי כשרות","http://moreshet.co.il/shut/shut_result.asp?kodeshut=11008","רבנים","שו""ת מורשת",,06/01/2004 19:06:25
"שות שמיטה","שות",,"שאלות ותשובות על שמיטה","http://moreshet.co.il/shut/shut_result.asp?kodeshut=14003","רבנים","שו""ת מורשת",,06/01/2004 19:06:25
"שות לידה ופריון","שות",,"שאלות ותשובות על לידה ופריון","http://moreshet.co.il/shut/shut_result.asp?kodeshut=13002","רבנים","שו""ת מורשת",,06/01/2004 19:06:25
"שות מחלות, נכות","שות",,"שאלות ותשובות על מחלות, נכות","http://moreshet.co.il/shut/shut_result.asp?kodeshut=13004","רבנים","שו""ת מורשת",,06/01/2004 19:06:25
"שות סגולות וקמיעות","שות",,"שאלות ותשובות על סגולות וקמיעות","http://moreshet.co.il/shut/shut_result.asp?kodeshut=13009","רבנים","שו""ת מורשת",,06/01/2004 19:06:25
"שות שידוכין","שות",,"שאלות ותשובות על שידוכין","http://moreshet.co.il/shut/shut_result.asp?kodeshut=15009","רבנים","שו""ת מורשת",,06/01/2004 19:06:25
"שות הורים וילדים","שות",,"שאלות ותשובות על הורים וילדים","http://moreshet.co.il/shut/shut_result.asp?kodeshut=15004","רבנים","שו""ת מורשת",,06/01/2004 19:06:25
"שות היחיד והחברה","שות",,"שאלות ותשובות על היחיד והחברה","http://moreshet.co.il/shut/shut_result.asp?kodeshut=16009","רבנים","שו""ת מורשת",,06/01/2004 19:06:25
"שות לשון הרע ורכילות","שות",,"שאלות ותשובות על לשון הרע ורכילות","http://moreshet.co.il/shut/shut_result.asp?kodeshut=16007","רבנים","שו""ת מורשת",,06/01/2004 19:06:25
"שות נזקי גוף ונפש","שות",,"שאלות ותשובות על נזקי גוף ונפש","http://moreshet.co.il/shut/shut_result.asp?kodeshut=18005","רבנים","שו""ת מורשת",,06/01/2004 19:06:25
"שות דיני צבא","שות",,"שאלות ותשובות על דיני צבא","http://moreshet.co.il/shut/shut_result.asp?kodeshut=19001","רבנים","שו""ת מורשת",,06/01/2004 19:06:25
"שות מוסר ומלחמה","שות",,"שאלות ותשובות על מוסר ומלחמה","http://moreshet.co.il/shut/shut_result.asp?kodeshut=19002","רבנים","שו""ת מורשת",,06/01/2004 19:06:25
"שות ציונות דתית","שות",,"שאלות ותשובות על ציונות דתית","http://moreshet.co.il/shut/shut_result.asp?kodeshut=20005","רבנים","שו""ת מורשת",,06/01/2004 19:06:25
"שות עיקרי האמונה","שות",,"שאלות ותשובות על עיקרי האמונה","http://moreshet.co.il/shut/shut_result.asp?kodeshut=24007","רבנים","שו""ת מורשת",,06/01/2004 19:06:25
"שות טעמי מצוות","שות",,"שאלות ותשובות על טעמי מצוות","http://moreshet.co.il/shut/shut_result.asp?kodeshut=24001","רבנים","שו""ת מורשת",,06/01/2004 19:06:25
"שות ספירת העומר","שות",,"שאלות ותשובות על ספירת העומר ושבועות","http://moreshet.co.il/shut/shut_result.asp?kodeshut=10004","רבנים","שו""ת מורשת",,06/01/2004 19:24:29
"שות חגי תשרי","שות",,"שאלות ותשובות על ראש השנה, יום כיפור","http://moreshet.co.il/shut/shut_result.asp?kodeshut=10006","רבנים","שו""ת מורשת",,06/01/2004 19:25:39
"שות תלמוד תורה","שות",,"שאלות ותשובות על הוראה ותלמוד תורה","http://moreshet.co.il/shut/shut_result.asp?kodeshut=12001","רבנים","שו""ת מורשת",,06/01/2004 19:25:39
"שות קבלה, תורת הסוד","שות",,"שאלות ותשובות על קבלה, תורת הסוד","http://moreshet.co.il/shut/shut_result.asp?kodeshut=24008","רבנים","שו""ת מורשת",,06/01/2004 19:06:25
"שות הלואה וריבית","שות",,"שאלות ותשובות על הלואה וריבית","http://moreshet.co.il/shut/shut_result.asp?kodeshut=17003","רבנים","שו""ת מורשת",,06/01/2004 19:06:25
"שות עובדים ומעבידים","שות",,"שאלות ותשובות על עובדים ומעבידים","http://moreshet.co.il/shut/shut_result.asp?kodeshut=17004","רבנים","שו""ת מורשת",,06/01/2004 19:06:25
"שות מוצרי מזון","שות",,"שאלות ותשובות על מוצרי מזון נבחרים","http://moreshet.co.il/shut/shut_result.asp?kodeshut=11006","רבנים","שו""ת מורשת",,06/01/2004 19:25:42
"שות הכשרים","שות",,"שאלות ותשובות על הכשרים וועדי כשרות","http://moreshet.co.il/shut/shut_result.asp?kodeshut=11007","רבנים","שו""ת מורשת",,06/01/2004 19:25:42
"שות מזון עכו""ם","שות",,"שאלות ותשובות על יין נסך, חלב עכו``ם, בישולי  עכו``ם","http://moreshet.co.il/shut/shut_result.asp?kodeshut=11004","רבנים","שו""ת מורשת",,06/01/2004 19:25:42
"שות יישוב הארץ","שות",,"שאלות ותשובות על מצות יישוב הארץ, יציאה לחוץ לארץ","http://moreshet.co.il/shut/shut_result.asp?kodeshut=14002","רבנים","שו""ת מורשת",,06/01/2004 19:25:42
"שות מצוות הארץ","שות",,"שאלות ותשובות על מצוות התלויות בארץ","http://moreshet.co.il/shut/shut_result.asp?kodeshut=14004","רבנים","שו""ת מורשת",,06/01/2004 19:25:42
"שות רפואה אחרת","שות",,"שאלות ותשובות על רפואה לא קונבנציונלית","http://moreshet.co.il/shut/shut_result.asp?kodeshut=13007","רבנים","שו""ת מורשת",,06/01/2004 19:25:42
"שות צניעות","שות",,"שאלות ותשובות על צניעות, בינו לבינה","http://moreshet.co.il/shut/shut_result.asp?kodeshut=15008","רבנים","שו""ת מורשת",,06/01/2004 19:25:42
"שות נישואין וטהרה","שות",,"שאלות ותשובות על נישואין, טהרת המשפחה","http://moreshet.co.il/shut/shut_result.asp?kodeshut=15001","רבנים","שו""ת מורשת",,06/01/2004 19:25:42
"שות גירושין וחליצה","שות",,"שאלות ותשובות על גירושין, עגינות וחליצה","http://moreshet.co.il/shut/shut_result.asp?kodeshut=15007","רבנים","שו""ת מורשת",,06/01/2004 19:25:42
"שות ברית ובר-מצוה","שות",,"שאלות ותשובות על ברית מילה ובר מצוה","http://moreshet.co.il/shut/shut_result.asp?kodeshut=15003","רבנים","שו""ת מורשת",,06/01/2004 19:25:42
"שות צדקה","שות",,"שאלות ותשובות על צדקה ומעשים טובים","http://moreshet.co.il/shut/shut_result.asp?kodeshut=16008","רבנים","שו""ת מורשת",,06/01/2004 19:25:42
"שות תשמישי קדושה","שות",,"שאלות ותשובות על סת``ם, ציצית, בית כנסת","http://moreshet.co.il/shut/shut_result.asp?kodeshut=12002","רבנים","שו""ת מורשת",,06/01/2004 19:28:02
"שות חגי המדינה","שות",,"שאלות ותשובות על יום העצמאות ויום ירושלים","http://moreshet.co.il/shut/shut_result.asp?kodeshut=10012","רבנים","שו""ת מורשת",,06/01/2004 19:34:34
"שות היחס לגויים","שות",,"שאלות ותשובות על בין ישראל לעמים, היחס לגוי","http://moreshet.co.il/shut/shut_result.asp?kodeshut=16006","רבנים","שו""ת מורשת",,06/01/2004 19:25:42
"שות חוקי המדינה","שות",,"שאלות ותשובות על חוקי המדינה, ערכאות","http://moreshet.co.il/shut/shut_result.asp?kodeshut=18002","רבנים","שו""ת מורשת",,06/01/2004 19:25:42
"שות גניבה ונזקים","שות",,"שאלות ותשובות על גזל וגניבה, נזקי ממון","http://moreshet.co.il/shut/shut_result.asp?kodeshut=18003","רבנים","שו""ת מורשת",,06/01/2004 19:25:42
"שות צבא, ישיבה ובנות","שות",,"שאלות ותשובות על צבא וישיבה, גיוס בנות","http://moreshet.co.il/shut/shut_result.asp?kodeshut=19005","רבנים","שו""ת מורשת",,06/01/2004 19:25:42
"שות מקדש","שות",,"שאלות ותשובות על הר הבית ובנין המקדש","http://moreshet.co.il/shut/shut_result.asp?kodeshut=20002","רבנים","שו""ת מורשת",,06/01/2004 19:25:42
"שות תשובה ומידות","שות",,"שאלות ותשובות על תשובה, תיקון המידות","http://moreshet.co.il/shut/shut_result.asp?kodeshut=24005","רבנים","שו""ת מורשת",,06/01/2004 19:25:42
"שות תלמוד וחז""ל","שות",,"שאלות ותשובות על תלמוד, ספרות חז``ל","http://moreshet.co.il/shut/shut_result.asp?kodeshut=23002","רבנים","שו""ת מורשת",,06/01/2004 19:25:42
"שות צרכנות","שות",,"שאלות ותשובות על צרכנות ומסחר הוגן","http://moreshet.co.il/shut/shut_result.asp?kodeshut=17001","רבנים","שו""ת מורשת",,06/01/2004 19:25:42
"שות חנוכה","שות",,"שאלות ותשובות על חנוכה","http://moreshet.co.il/shut/shut_result.asp?kodeshut=10008","רבנים","שו""ת מורשת",,06/01/2004 19:25:42
"שות פורים","שות",,"שאלות ותשובות על פורים","http://moreshet.co.il/shut/shut_result.asp?kodeshut=10009","רבנים","שו""ת מורשת",,06/01/2004 19:25:42
"ארץ ישראל","מערך","mcwot","ארץ ישראל לעומת ארצות אחרות","sug/rayon_arc_yjral.html",,,,06/01/2004 19:27:35
"beged ivri","אתר",,"the research and restoration site for ancient Israelite customs","http://begedivri.com/",,,,06/01/2004 14:44:40
"ketoret","אתר",,"שחזור סממני הקטורת","http://www.begedivri.com/ketoret.htm","beged ivri",,,06/01/2004 14:46:05
"טבילה","מארוע","mcwot","טבילה לשם טהרה","sug/tbylh.html",,,,06/01/2004 14:47:59
"מקוואות בישראל","אתר",,"רשימת מקואות בארץ ישראל","http://www.religions.gov.il/mikvaot/index.html","משרד הדתות",,,06/01/2004 14:49:56
"מחצית השקל","מזמן","mcwot","מחצית השקל - תרומה לבניין המשכן והמקדש ולניהולם","sug/mxcyt_hjql.html",,,,06/01/2004 14:51:23
"half holy shekel","אתר",,"שחזור מחצית השקל","http://www.begedivri.com/shekel.htm","beged ivri",,,06/01/2004 14:51:49
"biblical wedding","אתר",,"שחזור מנהג החתונה התנ""כי (?)","http://www.begedivri.com/wedding.htm","beged ivri",,,06/01/2004 14:56:41
"תערוכת כלי המקדש","אתר",,"תערוכת כלי המקדש","http://www.temple.org.il/gallery.asp","מכון המקדש",,,06/01/2004 14:57:49
"עליה להר הבית","אתר",,"שאלות ותשובות על עליה להר הבית","http://www.temple.org.il/faq.asp","מכון המקדש",,,06/01/2004 15:00:10
"בניית המקדש","מארוע","mcwot","בניין בית המקדש","sug/bnyn_hmqdj.html",,,,06/01/2004 15:02:08
"שמירת המקדש","מעצם","mcwot","שמירה על בית המקדש","sug/jmyrt_hmqdj.html",,,,06/01/2004 15:04:49
"קרבן פסח בימינו","דרך",,"הקרבת קרבן פסח על הר הבית בימינו","http://www.kahane.org.il/darka.htm","בנימין זאב כהנא",,,06/01/2004 15:11:28
"שמיטה - ארגונים","מאגר",,"ארגונים העוסקים בנושא שמיטת האדמות","../_magr/tlpn_jmita.txt",,,,16/08/2002 13:44:55
